               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.040488,            0.014409,            0.013501,              0.6365,             0.72449,             0.63462,             0.33948,            0.048272,            0.011807,            0.055853,             0.00802,             0.00802,             0.00802
                  24,            0.040779,             0.01634,            0.012839,             0.65849,             0.71516,             0.63902,             0.33705,            0.048629,            0.010801,            0.056055,             0.00793,             0.00793,             0.00793
                  25,            0.037903,            0.014048,            0.012107,             0.66825,             0.71939,             0.66622,              0.4665,            0.046064,            0.011297,            0.055173,             0.00784,             0.00784,             0.00784
                  26,            0.039274,            0.016029,            0.011707,             0.68248,             0.71939,             0.68061,             0.45481,            0.046674,            0.011965,            0.056038,             0.00775,             0.00775,             0.00775
                  27,            0.037502,            0.013917,            0.011608,             0.71311,             0.71939,              0.6597,             0.42717,            0.047371,            0.011992,            0.058603,             0.00766,             0.00766,             0.00766
                  28,            0.038561,            0.014476,            0.011491,             0.69865,             0.71939,             0.66545,              0.4033,            0.048106,             0.01158,            0.056717,             0.00757,             0.00757,             0.00757
                  29,            0.038149,            0.015388,            0.010887,             0.70234,             0.72449,             0.66881,             0.50515,             0.04556,            0.011004,            0.058351,             0.00748,             0.00748,             0.00748
                  30,            0.037593,            0.014806,            0.010939,             0.69912,             0.71939,             0.64834,             0.43943,            0.051224,            0.011346,            0.058966,             0.00739,             0.00739,             0.00739
                  31,            0.037622,            0.015503,           0.0099616,             0.67651,             0.71939,             0.65073,              0.4551,            0.044594,            0.011359,            0.057996,              0.0073,              0.0073,              0.0073
                  32,            0.038447,            0.015257,           0.0094898,             0.67375,             0.72449,             0.64741,             0.49153,            0.052982,            0.011592,            0.060293,             0.00721,             0.00721,             0.00721
                  33,            0.037039,            0.015096,           0.0098443,             0.66922,             0.72449,             0.67102,             0.49312,            0.047868,            0.011975,            0.055537,             0.00712,             0.00712,             0.00712
                  34,            0.036798,            0.014506,           0.0099863,             0.67918,             0.72449,             0.64055,             0.47807,            0.046311,            0.011766,            0.058375,             0.00703,             0.00703,             0.00703
                  35,            0.036219,            0.014218,           0.0092137,             0.69497,             0.72449,             0.63608,             0.48971,            0.043246,            0.011343,            0.059995,             0.00694,             0.00694,             0.00694
                  36,            0.036474,            0.013913,           0.0091648,             0.68739,             0.72449,             0.64866,             0.48344,             0.04541,            0.010838,            0.058906,             0.00685,             0.00685,             0.00685
                  37,            0.036247,            0.014363,           0.0086683,              0.6769,             0.72449,             0.64814,             0.48615,             0.04296,             0.01202,            0.059058,             0.00676,             0.00676,             0.00676
                  38,            0.035135,            0.013745,           0.0090449,             0.67793,              0.7158,             0.65186,             0.47062,            0.043612,            0.012345,            0.057544,             0.00667,             0.00667,             0.00667
                  39,            0.034203,            0.013845,           0.0085439,              0.6686,             0.72449,             0.63819,             0.46395,            0.045702,            0.012009,            0.058758,             0.00658,             0.00658,             0.00658
                  40,            0.033681,            0.012544,           0.0087745,             0.66452,             0.72449,             0.65437,             0.49355,            0.043554,            0.011599,            0.057586,             0.00649,             0.00649,             0.00649
                  41,            0.034141,            0.012823,            0.008229,             0.68377,             0.72449,             0.64876,             0.45038,            0.045482,            0.011644,             0.05908,              0.0064,              0.0064,              0.0064
                  42,            0.032916,            0.014004,           0.0084021,             0.68485,             0.70408,             0.64601,             0.44665,            0.043145,            0.011506,            0.060438,             0.00631,             0.00631,             0.00631
                  43,            0.032504,            0.012759,           0.0083193,             0.69722,             0.72449,             0.65942,             0.48932,            0.044518,            0.011046,            0.061069,             0.00622,             0.00622,             0.00622
                  44,             0.03322,            0.013343,           0.0078355,             0.69303,             0.72449,             0.66434,             0.43981,            0.041014,            0.012463,            0.060397,             0.00613,             0.00613,             0.00613
                  45,            0.032988,            0.013353,           0.0079993,             0.68886,             0.72449,             0.67987,             0.49931,            0.041281,            0.011111,              0.0612,             0.00604,             0.00604,             0.00604
                  46,            0.033012,             0.01351,           0.0078316,             0.67209,             0.72449,             0.64587,             0.48179,            0.043653,            0.012395,            0.060894,             0.00595,             0.00595,             0.00595
                  47,            0.030728,            0.012731,           0.0081555,             0.68939,             0.72449,             0.66301,             0.47321,             0.04289,             0.01141,            0.062306,             0.00586,             0.00586,             0.00586
                  48,            0.031645,            0.012636,           0.0078238,             0.68251,             0.72449,             0.66318,              0.4773,            0.042415,            0.011112,            0.062141,             0.00577,             0.00577,             0.00577
                  49,            0.032063,            0.014023,           0.0072891,             0.68448,             0.72449,              0.6617,              0.5015,            0.040699,            0.011316,            0.059772,             0.00568,             0.00568,             0.00568
                  50,            0.030821,            0.012277,           0.0080171,             0.67978,             0.72449,             0.65658,             0.48681,            0.040525,            0.010797,            0.060359,             0.00559,             0.00559,             0.00559
                  51,            0.033668,            0.014116,           0.0068996,             0.68498,             0.72449,             0.65194,             0.49582,            0.041714,            0.011796,            0.059225,              0.0055,              0.0055,              0.0055
                  52,            0.031317,            0.012957,            0.007403,             0.68703,             0.72449,             0.64656,             0.48843,            0.043122,            0.011931,            0.058428,             0.00541,             0.00541,             0.00541
                  53,            0.032747,            0.014212,           0.0074034,             0.66336,             0.71646,             0.66085,             0.49837,             0.04274,            0.011432,            0.058969,             0.00532,             0.00532,             0.00532
                  54,            0.028901,            0.011885,           0.0073522,             0.65187,             0.72449,             0.64628,             0.49524,            0.043111,            0.010954,            0.062662,             0.00523,             0.00523,             0.00523
                  55,            0.031161,            0.012781,           0.0072524,             0.69027,             0.72449,               0.651,              0.4839,            0.045405,            0.010565,            0.064958,             0.00514,             0.00514,             0.00514
                  56,            0.031423,             0.01409,           0.0069121,             0.69945,             0.72449,             0.66899,             0.49925,            0.045117,            0.010274,            0.064432,             0.00505,             0.00505,             0.00505
                  57,            0.030895,            0.013022,           0.0070932,             0.67853,             0.72449,             0.66146,             0.49312,            0.044625,             0.01159,            0.064092,             0.00496,             0.00496,             0.00496
                  58,            0.030193,            0.012149,           0.0071312,             0.67728,              0.7115,             0.67285,             0.49257,            0.044284,            0.012399,            0.061586,             0.00487,             0.00487,             0.00487
                  59,            0.030459,            0.012467,           0.0071363,             0.68103,             0.72449,              0.6634,             0.49729,             0.04323,            0.011576,            0.064623,             0.00478,             0.00478,             0.00478
                  60,            0.028705,            0.013436,           0.0068319,             0.66755,             0.72449,             0.66408,             0.48358,             0.04166,            0.011908,            0.064321,             0.00469,             0.00469,             0.00469
                  61,            0.031071,            0.011342,           0.0068421,             0.67867,             0.72449,             0.66985,              0.4918,            0.043504,            0.011713,            0.063952,              0.0046,              0.0046,              0.0046
                  62,            0.029895,            0.013011,           0.0062472,             0.69036,             0.72449,             0.66472,             0.51024,            0.045079,            0.011764,            0.065318,             0.00451,             0.00451,             0.00451
                  63,            0.030103,            0.012717,            0.006674,             0.68972,             0.72449,             0.66852,              0.4999,            0.042771,            0.012384,            0.063905,             0.00442,             0.00442,             0.00442
                  64,            0.028826,            0.013246,           0.0066902,             0.67852,             0.72449,             0.66913,             0.50283,            0.040936,             0.01304,            0.063249,             0.00433,             0.00433,             0.00433
                  65,            0.028985,            0.012953,           0.0066265,              0.6704,             0.72449,             0.65304,             0.51184,            0.041155,            0.012935,             0.06142,             0.00424,             0.00424,             0.00424
                  66,            0.030071,            0.013978,           0.0056159,             0.67664,             0.72449,             0.65552,             0.49396,            0.041326,            0.012786,            0.061984,             0.00415,             0.00415,             0.00415
                  67,            0.029577,            0.012726,           0.0053982,             0.68867,             0.72449,             0.68161,             0.51641,            0.042048,            0.012584,            0.061536,             0.00406,             0.00406,             0.00406
                  68,            0.028527,            0.012884,           0.0057736,             0.67823,             0.72449,             0.67207,             0.51613,            0.040583,            0.012879,            0.060982,             0.00397,             0.00397,             0.00397
                  69,            0.030173,            0.013007,           0.0059129,             0.67085,             0.72449,              0.6832,             0.51549,            0.039651,            0.012366,            0.063481,             0.00388,             0.00388,             0.00388
                  70,            0.027296,            0.012282,           0.0058031,             0.67137,             0.72449,             0.67588,             0.52695,            0.041784,            0.012545,            0.062824,             0.00379,             0.00379,             0.00379
                  71,             0.02887,            0.013636,           0.0057384,             0.67177,             0.72449,             0.67097,              0.5169,            0.041333,            0.012425,             0.06478,              0.0037,              0.0037,              0.0037
                  72,            0.026793,            0.012415,           0.0060609,             0.67911,             0.72449,             0.67295,             0.50278,            0.040635,            0.012059,            0.064749,             0.00361,             0.00361,             0.00361
                  73,            0.027006,            0.012513,           0.0059774,             0.67421,             0.72449,             0.68373,              0.5091,            0.041561,            0.011863,            0.064151,             0.00352,             0.00352,             0.00352
                  74,            0.028426,            0.012847,           0.0053881,             0.71847,             0.72449,             0.69408,             0.51898,            0.043412,            0.011849,            0.064457,             0.00343,             0.00343,             0.00343
                  75,            0.027763,            0.012384,           0.0054494,             0.67311,             0.72449,             0.68727,             0.51502,            0.043456,            0.011697,            0.065834,             0.00334,             0.00334,             0.00334
                  76,            0.027318,            0.012246,           0.0055159,             0.66998,             0.72449,             0.68216,             0.52439,            0.042124,            0.011304,            0.065162,             0.00325,             0.00325,             0.00325
                  77,            0.027334,            0.011546,           0.0054163,             0.67163,             0.72449,             0.68768,             0.52914,            0.042279,            0.011019,            0.065796,             0.00316,             0.00316,             0.00316
                  78,            0.026815,            0.012242,            0.005214,             0.67179,             0.72449,             0.70818,             0.55103,            0.043115,            0.011514,             0.06313,             0.00307,             0.00307,             0.00307
                  79,            0.028782,            0.013222,           0.0048765,             0.67514,             0.72449,             0.70482,             0.53524,            0.044354,             0.01249,            0.061839,             0.00298,             0.00298,             0.00298
                  80,            0.026847,            0.012037,           0.0047004,             0.67566,             0.72449,             0.72325,             0.54372,            0.044457,            0.012775,            0.059264,             0.00289,             0.00289,             0.00289
                  81,             0.02698,            0.011634,           0.0047751,             0.67837,             0.72449,             0.70032,             0.53383,            0.043386,            0.012518,            0.061604,              0.0028,              0.0028,              0.0028
                  82,            0.026896,            0.012664,           0.0047159,             0.69061,             0.72449,             0.70256,             0.55371,            0.042973,            0.012225,             0.06502,             0.00271,             0.00271,             0.00271
                  83,            0.026164,             0.01293,           0.0041447,              0.7282,             0.65955,             0.72684,             0.55157,            0.042466,            0.012342,            0.064712,             0.00262,             0.00262,             0.00262
                  84,            0.027182,            0.012186,           0.0045082,             0.74188,             0.65955,              0.7516,             0.57378,            0.042565,            0.011832,             0.06637,             0.00253,             0.00253,             0.00253
                  85,            0.025814,            0.011462,           0.0047369,             0.75023,             0.65524,             0.70368,             0.55386,            0.043389,            0.011269,            0.067463,             0.00244,             0.00244,             0.00244
                  86,            0.024829,            0.011524,           0.0049097,             0.68322,             0.72449,             0.73696,             0.56928,            0.041668,            0.010974,            0.069614,             0.00235,             0.00235,             0.00235
                  87,            0.026662,            0.013028,           0.0040362,             0.71721,             0.71456,             0.72748,             0.54853,            0.044009,            0.012131,             0.06594,             0.00226,             0.00226,             0.00226
                  88,            0.025422,            0.012052,           0.0041675,             0.72124,              0.7199,             0.75187,             0.57806,            0.043548,            0.011939,            0.066894,             0.00217,             0.00217,             0.00217
                  89,            0.023691,            0.010806,           0.0042293,             0.82898,             0.65313,              0.7534,             0.57049,            0.042385,            0.011955,            0.066894,             0.00208,             0.00208,             0.00208
                  90,            0.025511,            0.010838,           0.0041856,             0.84004,             0.63937,             0.75035,             0.56967,            0.043698,            0.011971,             0.06509,             0.00199,             0.00199,             0.00199
                  91,            0.024527,            0.011468,           0.0038692,             0.79638,             0.65261,             0.73488,             0.56613,            0.043597,            0.012109,             0.06563,              0.0019,              0.0019,              0.0019
                  92,             0.02607,            0.012609,            0.004234,              0.6875,             0.69821,             0.75212,             0.57294,            0.043478,            0.012123,            0.066406,             0.00181,             0.00181,             0.00181
                  93,            0.025458,            0.012628,           0.0039054,             0.78925,             0.63029,             0.75277,             0.58173,            0.043752,            0.012434,             0.06556,             0.00172,             0.00172,             0.00172
                  94,            0.025659,            0.012927,           0.0039533,              0.8402,             0.65533,             0.75028,             0.57847,            0.043121,            0.012286,            0.064648,             0.00163,             0.00163,             0.00163
                  95,            0.024041,            0.011573,           0.0036125,             0.84021,             0.65491,             0.75245,             0.57894,            0.041805,            0.011811,            0.066375,             0.00154,             0.00154,             0.00154
                  96,            0.024952,            0.010927,            0.004368,             0.77214,             0.66032,             0.75083,             0.56989,            0.042833,            0.012233,            0.066931,             0.00145,             0.00145,             0.00145
                  97,             0.02487,            0.012918,           0.0037099,             0.71049,             0.72449,             0.75089,             0.57477,            0.042624,            0.012199,            0.067393,             0.00136,             0.00136,             0.00136
                  98,            0.024841,            0.012137,           0.0037618,             0.71946,             0.72449,             0.75063,              0.5763,             0.04246,            0.012117,             0.06811,             0.00127,             0.00127,             0.00127
                  99,            0.024595,            0.011126,           0.0038118,             0.72994,             0.72449,             0.74976,             0.58311,            0.043141,            0.012535,            0.066635,             0.00118,             0.00118,             0.00118
